Latitude,Longitude
55.944488846499496,-3.1865050605704144
55.94451675313877,-3.1865060481159873
55.944482508614826,-3.186473364795375
55.944511444662616,-3.186546178859611
55.94450146634556,-3.1865123213045035
55.94450174824353,-3.186504767302305
55.94449375642331,-3.186521781955816
55.94450616713852,-3.186479048128485
55.944526790740625,-3.1864366996042777
55.94450288111872,-3.1865020062066973
55.94448418776558,-3.1865651943305466
55.94449851638235,-3.1865178965474077
55.94448302598977,-3.1865188465043146
55.944476205931096,-3.1864604812467494
55.9444988643663,-3.1864859584598406
55.94446776237461,-3.186482786254153
55.9445017337395,-3.18653656569234
55.94450048674746,-3.186549280315784
55.94448576802695,-3.1864284808506995
55.94446760471231,-3.186537733258071
55.944480126141414,-3.1864796725531406
55.94449188900735,-3.186513836302542
55.94446491485257,-3.1865038880262118
55.94452435421323,-3.186510349800061
55.944497849174375,-3.186465469906349
55.94449988021981,-3.1864705483986384
55.94449879637296,-3.1865060828944207
55.94449450440967,-3.1864449904048726
55.94449870036263,-3.186430218714373
55.94448130421144,-3.1864759275075034
55.944518947108065,-3.186525057403207
55.944493203605965,-3.1865148828164886
55.94449378440336,-3.1865094919603005
55.944463500839305,-3.186477808812042
55.94448849690966,-3.186555989644352
55.94446843569324,-3.186522411864965
55.94450151733131,-3.1864536518094226
55.9445250596072,-3.1865440193858303
55.944506511647276,-3.186459278824379
55.94449636519809,-3.186495540642606
55.94444079424154,-3.186484324202431
55.944509066643356,-3.1865668977794703
55.94451696139892,-3.1864631807334267
55.94448128982655,-3.186507902221159
55.94452290074425,-3.1865042738670946
55.944493069084686,-3.186514088112045
55.94449593910591,-3.186533200153157
55.94452324269196,-3.1865144644866747
55.944507599753884,-3.1864658374649713
55.94451675970833,-3.186522371377309
55.94448253819246,-3.1865955795689795
55.944505406679994,-3.18650257702072
55.94449767624251,-3.186535346954639
55.94445713929254,-3.1864337145765296
55.944503163704816,-3.186495759806826
55.944501165076076,-3.1865252697990116
55.944512612326974,-3.186575194853572
55.944495833323906,-3.1864863050958716
55.94447309259046,-3.1864984749445346
55.94450530752413,-3.186456031814531
55.94450458852129,-3.1865236354980913
55.94449293815251,-3.1864866975743293
55.944508904259415,-3.1864688581486473
55.94451976115672,-3.1864836276003827
55.944486548327085,-3.1864584838225145
55.944495860736865,-3.1864870465873656
55.94446246763287,-3.1865029190493335
55.94449597863671,-3.1864563356722133
55.94450048305974,-3.1864144387521978
55.94447585623058,-3.186312782521
55.9445111041946,-3.186361283042399
55.94449303579562,-3.1863974455012225
55.94449151391646,-3.186380878005736
55.94453019359537,-3.186342282852611
55.94446921364359,-3.1862952151445474
55.94450039090679,-3.1863042184182873
55.944474995960505,-3.1862686957267665
55.944492544008774,-3.186324444573628
55.94452355973198,-3.1863010135527157
55.94448928722763,-3.1862797245129317
55.944529315303164,-3.1862580448042777
55.944502368789195,-3.1862347779781657
55.944517123070874,-3.1862181777696335
55.94452557900152,-3.1861696797099706
55.94451318678763,-3.186163625290945
55.94451723264857,-3.1860980326179864
55.94453482334916,-3.1861256619254372
55.94450288047547,-3.1861135717479594
55.944502603636245,-3.1860635609234786
55.94450364361122,-3.1860160113131903
55.94453823189277,-3.185997629178806
55.94450121044689,-3.1860104734189014
55.94447400875744,-3.1859886334549676
55.94449040567289,-3.186005681174854
55.94446815449111,-3.1860255432847326
55.9444412899429,-3.186035527835886
55.944424354136714,-3.186028734936804
55.94441582041156,-3.1859574675335454
55.944375970708116,-3.1859496786983357
55.9443779086449,-3.1860392436878047
55.94441209211006,-3.186049275969545
55.94440125024821,-3.186080575242156
55.944369705455856,-3.186064625139247
55.94437616797923,-3.1861042748044297
55.944342282786245,-3.1860645773101153
55.94437246502282,-3.1861247777191326
55.94434703615498,-3.1862281524515184
55.94434136734572,-3.1861901123080383
55.94434296016616,-3.186175902086209
55.94433471627648,-3.1862904460438783
55.944327785423305,-3.186242689200058
55.94433092764587,-3.186320511099614
55.944318084042166,-3.186282170193584
55.94427726531437,-3.1863756649986636
55.944295524468004,-3.1863557683417763
55.94426227748805,-3.186394239960858
55.944312029285534,-3.186419559438704
55.94425512057559,-3.18640632657646
55.944278285777585,-3.1864897658366558
55.94425544665831,-3.1865101707821157
55.944309999730685,-3.1865034328508544
55.94434089646251,-3.1865367133390516
55.94432212157632,-3.1865634491965653
55.944301124228346,-3.186570404645726
55.94431922069083,-3.186550639338353
55.944376067316604,-3.186546005472358
55.94436820490316,-3.186532382846847
55.94436880752976,-3.1866023178657135
55.94442522021954,-3.186568346801923
55.94440794100032,-3.186574096927556
55.94439256197045,-3.186556060669566
55.94446403682831,-3.1865366559833714
55.94445555019152,-3.186514628182626
55.94446754198069,-3.1865383656750335
55.94448286088966,-3.186470608976925
55.94449591669303,-3.1864862910837637
55.944500661880596,-3.1865092683079363
55.944492604789076,-3.1864022394979523
55.944495080066744,-3.1863474843734902
55.9444783785855,-3.1863271287314516
55.94451155918078,-3.1863313567297
55.94449104158425,-3.1863585193205117
55.944521626884246,-3.1862749485559014
55.944494104457334,-3.186288046030476
55.94451009515504,-3.186210076806632
55.944536343714375,-3.186208357946565
55.94450536975736,-3.18616998132729
55.9445108612474,-3.186146302903988
55.94453231014989,-3.1861090323479133
55.94450442666412,-3.1860761202313825
55.94451205199985,-3.186037115320454
55.944510561749304,-3.1860136225374034
55.944485658695555,-3.18604222329909
55.944474591297265,-3.186013847315719
55.944484390152,-3.1859707163516306
55.944457394539945,-3.185996313031714
55.94440319695056,-3.1859790853603975
